KEGGID	ENTREZID	DESCRPTION
3803	hsa01100	48	Metabolic pathways
3804	hsa01100	4830	Metabolic pathways
3805	hsa01100	4831	Metabolic pathways
3806	hsa01100	4832	Metabolic pathways
3807	hsa01100	4833	Metabolic pathways
3808	hsa01100	4837	Metabolic pathways
3809	hsa01100	4842	Metabolic pathways
3810	hsa01100	4843	Metabolic pathways
3811	hsa01100	4846	Metabolic pathways
3812	hsa01100	4860	Metabolic pathways
3813	hsa01100	4881	Metabolic pathways
3814	hsa01100	4882	Metabolic pathways
3815	hsa01100	4907	Metabolic pathways
3816	hsa01100	493869	Metabolic pathways
3817	hsa01100	493911	Metabolic pathways
3818	hsa01100	494143	Metabolic pathways
3819	hsa01100	4942	Metabolic pathways
3820	hsa01100	495	Metabolic pathways
3821	hsa01100	4952	Metabolic pathways
3822	hsa01100	4953	Metabolic pathways
3823	hsa01100	496	Metabolic pathways
3824	hsa01100	4967	Metabolic pathways
3825	hsa01100	498	Metabolic pathways
3826	hsa01100	50	Metabolic pathways
3827	hsa01100	5009	Metabolic pathways
3828	hsa01100	501	Metabolic pathways
3829	hsa01100	5019	Metabolic pathways
3830	hsa01100	5033	Metabolic pathways
3831	hsa01100	5048	Metabolic pathways
3832	hsa01100	50484	Metabolic pathways
3833	hsa01100	50487	Metabolic pathways
3834	hsa01100	5049	Metabolic pathways
3835	hsa01100	5050	Metabolic pathways
3836	hsa01100	5051	Metabolic pathways
3837	hsa01100	5053	Metabolic pathways
3838	hsa01100	506	Metabolic pathways
3839	hsa01100	50614	Metabolic pathways
3840	hsa01100	50617	Metabolic pathways
3841	hsa01100	50700	Metabolic pathways
3842	hsa01100	50814	Metabolic pathways
3843	hsa01100	509	Metabolic pathways
3844	hsa01100	5091	Metabolic pathways
3845	hsa01100	5092	Metabolic pathways
3846	hsa01100	50940	Metabolic pathways
3847	hsa01100	5095	Metabolic pathways
3848	hsa01100	5096	Metabolic pathways
3849	hsa01100	51	Metabolic pathways
3850	hsa01100	51004	Metabolic pathways
3851	hsa01100	51005	Metabolic pathways
3852	hsa01100	5105	Metabolic pathways
3853	hsa01100	51056	Metabolic pathways
3854	hsa01100	5106	Metabolic pathways
3855	hsa01100	51060	Metabolic pathways
3856	hsa01100	51071	Metabolic pathways
3857	hsa01100	51074	Metabolic pathways
3858	hsa01100	51079	Metabolic pathways
3859	hsa01100	51084	Metabolic pathways
3860	hsa01100	51091	Metabolic pathways
3861	hsa01100	51102	Metabolic pathways
3862	hsa01100	51109	Metabolic pathways
3863	hsa01100	51111	Metabolic pathways
3864	hsa01100	51144	Metabolic pathways
3865	hsa01100	51166	Metabolic pathways
3866	hsa01100	51179	Metabolic pathways
3867	hsa01100	51181	Metabolic pathways
3868	hsa01100	51196	Metabolic pathways
3869	hsa01100	51227	Metabolic pathways
3870	hsa01100	51251	Metabolic pathways
3871	hsa01100	51268	Metabolic pathways
3872	hsa01100	51292	Metabolic pathways
3873	hsa01100	513	Metabolic pathways
3874	hsa01100	5130	Metabolic pathways
3875	hsa01100	51301	Metabolic pathways
3876	hsa01100	5136	Metabolic pathways
3877	hsa01100	5137	Metabolic pathways
3878	hsa01100	5138	Metabolic pathways
3879	hsa01100	51380	Metabolic pathways
3880	hsa01100	51382	Metabolic pathways
3881	hsa01100	5139	Metabolic pathways
3882	hsa01100	514	Metabolic pathways
3883	hsa01100	5140	Metabolic pathways
3884	hsa01100	5141	Metabolic pathways
3885	hsa01100	5142	Metabolic pathways
3886	hsa01100	5143	Metabolic pathways
3887	hsa01100	5144	Metabolic pathways
3888	hsa01100	5145	Metabolic pathways
3889	hsa01100	5146	Metabolic pathways
3890	hsa01100	5147	Metabolic pathways
3891	hsa01100	51471	Metabolic pathways
3892	hsa01100	51477	Metabolic pathways
3893	hsa01100	51478	Metabolic pathways
3894	hsa01100	5148	Metabolic pathways
3895	hsa01100	5149	Metabolic pathways
3896	hsa01100	51495	Metabolic pathways
3897	hsa01100	515	Metabolic pathways
3898	hsa01100	5150	Metabolic pathways
3899	hsa01100	5151	Metabolic pathways
3900	hsa01100	5152	Metabolic pathways
3901	hsa01100	5153	Metabolic pathways
3902	hsa01100	51540	Metabolic pathways
3903	hsa01100	51547	Metabolic pathways
3904	hsa01100	51548	Metabolic pathways
3905	hsa01100	5158	Metabolic pathways
3906	hsa01100	516	Metabolic pathways
3907	hsa01100	5160	Metabolic pathways
3908	hsa01100	51601	Metabolic pathways
3909	hsa01100	51604	Metabolic pathways
3910	hsa01100	51606	Metabolic pathways
3911	hsa01100	5161	Metabolic pathways
3912	hsa01100	5162	Metabolic pathways
3913	hsa01100	5167	Metabolic pathways
3914	hsa01100	5169	Metabolic pathways
3915	hsa01100	517	Metabolic pathways
3916	hsa01100	51703	Metabolic pathways
3917	hsa01100	51727	Metabolic pathways
3918	hsa01100	51733	Metabolic pathways
3919	hsa01100	51763	Metabolic pathways
3920	hsa01100	518	Metabolic pathways
3921	hsa01100	51805	Metabolic pathways
3922	hsa01100	51809	Metabolic pathways
3923	hsa01100	51816	Metabolic pathways
3924	hsa01100	5188	Metabolic pathways
3925	hsa01100	5198	Metabolic pathways
3926	hsa01100	52	Metabolic pathways
3927	hsa01100	5207	Metabolic pathways
3928	hsa01100	5208	Metabolic pathways
3929	hsa01100	5209	Metabolic pathways
3930	hsa01100	521	Metabolic pathways
3931	hsa01100	5211	Metabolic pathways
3932	hsa01100	5213	Metabolic pathways
3933	hsa01100	5214	Metabolic pathways
3934	hsa01100	522	Metabolic pathways
3935	hsa01100	5223	Metabolic pathways
3936	hsa01100	5224	Metabolic pathways
3937	hsa01100	5226	Metabolic pathways
3938	hsa01100	523	Metabolic pathways
3939	hsa01100	5230	Metabolic pathways
3940	hsa01100	5232	Metabolic pathways
3941	hsa01100	5236	Metabolic pathways
3942	hsa01100	5238	Metabolic pathways
3943	hsa01100	525	Metabolic pathways
3944	hsa01100	526	Metabolic pathways
3945	hsa01100	527	Metabolic pathways
3946	hsa01100	5277	Metabolic pathways
3947	hsa01100	5279	Metabolic pathways
3948	hsa01100	528	Metabolic pathways
3949	hsa01100	5281	Metabolic pathways
3950	hsa01100	5283	Metabolic pathways
3951	hsa01100	5286	Metabolic pathways
3952	hsa01100	5287	Metabolic pathways
3953	hsa01100	5288	Metabolic pathways
3954	hsa01100	5289	Metabolic pathways
3955	hsa01100	529	Metabolic pathways
3956	hsa01100	5290	Metabolic pathways
3957	hsa01100	5291	Metabolic pathways
3958	hsa01100	5293	Metabolic pathways
3959	hsa01100	5294	Metabolic pathways
3960	hsa01100	5297	Metabolic pathways
3961	hsa01100	5298	Metabolic pathways
3962	hsa01100	53	Metabolic pathways
3963	hsa01100	5305	Metabolic pathways
3964	hsa01100	5313	Metabolic pathways
3965	hsa01100	5315	Metabolic pathways
3966	hsa01100	5319	Metabolic pathways
3967	hsa01100	5320	Metabolic pathways
3968	hsa01100	5321	Metabolic pathways
3969	hsa01100	5322	Metabolic pathways
3970	hsa01100	533	Metabolic pathways
3971	hsa01100	5330	Metabolic pathways
3972	hsa01100	5331	Metabolic pathways
3973	hsa01100	5332	Metabolic pathways
3974	hsa01100	5333	Metabolic pathways
3975	hsa01100	53343	Metabolic pathways
3976	hsa01100	5335	Metabolic pathways
3977	hsa01100	53354	Metabolic pathways
3978	hsa01100	5336	Metabolic pathways
3979	hsa01100	5337	Metabolic pathways
3980	hsa01100	5338	Metabolic pathways
3981	hsa01100	534	Metabolic pathways
3982	hsa01100	535	Metabolic pathways
3983	hsa01100	5351	Metabolic pathways
3984	hsa01100	5352	Metabolic pathways
3985	hsa01100	53630	Metabolic pathways
3986	hsa01100	537	Metabolic pathways
3987	hsa01100	5372	Metabolic pathways
3988	hsa01100	5373	Metabolic pathways
3989	hsa01100	539	Metabolic pathways
3990	hsa01100	53947	Metabolic pathways
3991	hsa01100	54	Metabolic pathways
3992	hsa01100	5406	Metabolic pathways
3993	hsa01100	5407	Metabolic pathways
3994	hsa01100	5408	Metabolic pathways
3995	hsa01100	5409	Metabolic pathways
3996	hsa01100	54187	Metabolic pathways
3997	hsa01100	54344	Metabolic pathways
3998	hsa01100	54363	Metabolic pathways
3999	hsa01100	54480	Metabolic pathways
4000	hsa01100	54490	Metabolic pathways
4001	hsa01100	54498	Metabolic pathways
4002	hsa01100	54511	Metabolic pathways
4003	hsa01100	54539	Metabolic pathways
4004	hsa01100	54575	Metabolic pathways
4005	hsa01100	54576	Metabolic pathways
4006	hsa01100	54577	Metabolic pathways
4007	hsa01100	54578	Metabolic pathways
4008	hsa01100	54579	Metabolic pathways
4009	hsa01100	54600	Metabolic pathways
4010	hsa01100	54657	Metabolic pathways
4011	hsa01100	54658	Metabolic pathways
4012	hsa01100	54659	Metabolic pathways
4013	hsa01100	54675	Metabolic pathways
4014	hsa01100	5471	Metabolic pathways
4015	hsa01100	54802	Metabolic pathways
4016	hsa01100	548596	Metabolic pathways
4017	hsa01100	54872	Metabolic pathways
4018	hsa01100	54898	Metabolic pathways
4019	hsa01100	549	Metabolic pathways
4020	hsa01100	54904	Metabolic pathways
4021	hsa01100	54905	Metabolic pathways
4022	hsa01100	54928	Metabolic pathways
4023	hsa01100	54947	Metabolic pathways
4024	hsa01100	54963	Metabolic pathways
4025	hsa01100	54965	Metabolic pathways
4026	hsa01100	5498	Metabolic pathways
4027	hsa01100	54981	Metabolic pathways
4028	hsa01100	54988	Metabolic pathways
4029	hsa01100	54995	Metabolic pathways
4030	hsa01100	55163	Metabolic pathways
4031	hsa01100	55191	Metabolic pathways
4032	hsa01100	55217	Metabolic pathways
4033	hsa01100	55224	Metabolic pathways
4034	hsa01100	55256	Metabolic pathways
4035	hsa01100	55276	Metabolic pathways
4036	hsa01100	55278	Metabolic pathways
4037	hsa01100	55300	Metabolic pathways
4038	hsa01100	55301	Metabolic pathways
4039	hsa01100	55304	Metabolic pathways
4040	hsa01100	55312	Metabolic pathways
4041	hsa01100	55326	Metabolic pathways
4042	hsa01100	55331	Metabolic pathways
4043	hsa01100	55349	Metabolic pathways
4044	hsa01100	55361	Metabolic pathways
4045	hsa01100	5538	Metabolic pathways
4046	hsa01100	554235	Metabolic pathways
4047	hsa01100	55454	Metabolic pathways
4048	hsa01100	55500	Metabolic pathways
4049	hsa01100	55512	Metabolic pathways
4050	hsa01100	55526	Metabolic pathways
4051	hsa01100	55556	Metabolic pathways
4052	hsa01100	55568	Metabolic pathways
4053	hsa01100	55577	Metabolic pathways
4054	hsa01100	55586	Metabolic pathways
4055	hsa01100	55613	Metabolic pathways
4056	hsa01100	55624	Metabolic pathways
4057	hsa01100	55627	Metabolic pathways
4058	hsa01100	55650	Metabolic pathways
4059	hsa01100	55748	Metabolic pathways
4060	hsa01100	55750	Metabolic pathways
4061	hsa01100	55753	Metabolic pathways
4062	hsa01100	55790	Metabolic pathways
4063	hsa01100	55808	Metabolic pathways
4064	hsa01100	55811	Metabolic pathways
4065	hsa01100	55821	Metabolic pathways
4066	hsa01100	55862	Metabolic pathways
4067	hsa01100	55870	Metabolic pathways
4068	hsa01100	55902	Metabolic pathways
4069	hsa01100	55904	Metabolic pathways
4070	hsa01100	55907	Metabolic pathways
4071	hsa01100	55967	Metabolic pathways
4072	hsa01100	56052	Metabolic pathways
4073	hsa01100	5625	Metabolic pathways
4074	hsa01100	56267	Metabolic pathways
4075	hsa01100	5631	Metabolic pathways
4076	hsa01100	5634	Metabolic pathways
4077	hsa01100	56474	Metabolic pathways
4078	hsa01100	56603	Metabolic pathways
4079	hsa01100	56623	Metabolic pathways
4080	hsa01100	56624	Metabolic pathways
4081	hsa01100	56848	Metabolic pathways
4082	hsa01100	56894	Metabolic pathways
4083	hsa01100	56895	Metabolic pathways
4084	hsa01100	56898	Metabolic pathways
4085	hsa01100	56901	Metabolic pathways
4086	hsa01100	56913	Metabolic pathways
4087	hsa01100	56922	Metabolic pathways
4088	hsa01100	56950	Metabolic pathways
4089	hsa01100	56953	Metabolic pathways
4090	hsa01100	56954	Metabolic pathways
4091	hsa01100	56979	Metabolic pathways
4092	hsa01100	56985	Metabolic pathways
4093	hsa01100	56994	Metabolic pathways
4094	hsa01100	570	Metabolic pathways
4095	hsa01100	57016	Metabolic pathways
4096	hsa01100	57026	Metabolic pathways
4097	hsa01100	57103	Metabolic pathways
4098	hsa01100	57104	Metabolic pathways
4099	hsa01100	57134	Metabolic pathways
4100	hsa01100	5723	Metabolic pathways
4101	hsa01100	5728	Metabolic pathways
4102	hsa01100	5730	Metabolic pathways
4103	hsa01100	5740	Metabolic pathways
4104	hsa01100	5742	Metabolic pathways
4105	hsa01100	5743	Metabolic pathways
4106	hsa01100	57452	Metabolic pathways
4107	hsa01100	574537	Metabolic pathways
4108	hsa01100	57494	Metabolic pathways
4109	hsa01100	57571	Metabolic pathways
4110	hsa01100	57678	Metabolic pathways
4111	hsa01100	57704	Metabolic pathways
4112	hsa01100	57733	Metabolic pathways
4113	hsa01100	57818	Metabolic pathways
4114	hsa01100	5805	Metabolic pathways
4115	hsa01100	5831	Metabolic pathways
4116	hsa01100	5832	Metabolic pathways
4117	hsa01100	5833	Metabolic pathways
4118	hsa01100	5834	Metabolic pathways
4119	hsa01100	5836	Metabolic pathways
4120	hsa01100	5837	Metabolic pathways
4121	hsa01100	58472	Metabolic pathways
4122	hsa01100	58478	Metabolic pathways
4123	hsa01100	58497	Metabolic pathways
4124	hsa01100	58508	Metabolic pathways
4125	hsa01100	58510	Metabolic pathways
4126	hsa01100	5859	Metabolic pathways
4127	hsa01100	586	Metabolic pathways
4128	hsa01100	5860	Metabolic pathways
4129	hsa01100	587	Metabolic pathways
4130	hsa01100	593	Metabolic pathways
4131	hsa01100	594	Metabolic pathways
4132	hsa01100	5973	Metabolic pathways
4133	hsa01100	60481	Metabolic pathways
4134	hsa01100	60490	Metabolic pathways
4135	hsa01100	60495	Metabolic pathways
4136	hsa01100	6120	Metabolic pathways
4137	hsa01100	6184	Metabolic pathways
4138	hsa01100	6185	Metabolic pathways
4139	hsa01100	622	Metabolic pathways
4140	hsa01100	6240	Metabolic pathways
4141	hsa01100	6241	Metabolic pathways
4142	hsa01100	6296	Metabolic pathways
4143	hsa01100	6303	Metabolic pathways
4144	hsa01100	6307	Metabolic pathways
4145	hsa01100	6309	Metabolic pathways
4146	hsa01100	6319	Metabolic pathways
4147	hsa01100	6342	Metabolic pathways
4148	hsa01100	635	Metabolic pathways
4149	hsa01100	63826	Metabolic pathways
4150	hsa01100	6389	Metabolic pathways
4151	hsa01100	6390	Metabolic pathways
4152	hsa01100	6391	Metabolic pathways
4153	hsa01100	63917	Metabolic pathways
4154	hsa01100	6392	Metabolic pathways
4155	hsa01100	63976	Metabolic pathways
4156	hsa01100	64064	Metabolic pathways
4157	hsa01100	64080	Metabolic pathways
4158	hsa01100	64087	Metabolic pathways
4159	hsa01100	64131	Metabolic pathways
4160	hsa01100	64132	Metabolic pathways
4161	hsa01100	641371	Metabolic pathways
4162	hsa01100	6419	Metabolic pathways
4163	hsa01100	64324	Metabolic pathways
4164	hsa01100	64377	Metabolic pathways
4165	hsa01100	644	Metabolic pathways
4166	hsa01100	64409	Metabolic pathways
4167	hsa01100	64419	Metabolic pathways
4168	hsa01100	6448	Metabolic pathways
4169	hsa01100	645	Metabolic pathways
4170	hsa01100	64577	Metabolic pathways
4171	hsa01100	64579	Metabolic pathways
4172	hsa01100	64600	Metabolic pathways
4173	hsa01100	646625	Metabolic pathways
4174	hsa01100	6470	Metabolic pathways
4175	hsa01100	6472	Metabolic pathways
4176	hsa01100	64754	Metabolic pathways
4177	hsa01100	6476	Metabolic pathways
4178	hsa01100	64768	Metabolic pathways
4179	hsa01100	6480	Metabolic pathways
4180	hsa01100	64802	Metabolic pathways
4181	hsa01100	6482	Metabolic pathways
4182	hsa01100	6483	Metabolic pathways
4183	hsa01100	64834	Metabolic pathways
4184	hsa01100	6484	Metabolic pathways
4185	hsa01100	64841	Metabolic pathways
4186	hsa01100	64850	Metabolic pathways
4187	hsa01100	6487	Metabolic pathways
4188	hsa01100	6489	Metabolic pathways
4189	hsa01100	64900	Metabolic pathways
4190	hsa01100	64902	Metabolic pathways
4191	hsa01100	65220	Metabolic pathways
4192	hsa01100	65258	Metabolic pathways
4193	hsa01100	65263	Metabolic pathways
4194	hsa01100	653689	Metabolic pathways
4195	hsa01100	654364	Metabolic pathways
4196	hsa01100	65985	Metabolic pathways
4197	hsa01100	66008	Metabolic pathways
4198	hsa01100	6609	Metabolic pathways
4199	hsa01100	6610	Metabolic pathways
4200	hsa01100	6611	Metabolic pathways
4201	hsa01100	6652	Metabolic pathways
4202	hsa01100	6675	Metabolic pathways
4203	hsa01100	6677	Metabolic pathways
4204	hsa01100	669	Metabolic pathways
4205	hsa01100	6697	Metabolic pathways
4206	hsa01100	6713	Metabolic pathways
4207	hsa01100	6718	Metabolic pathways
4208	hsa01100	6723	Metabolic pathways
4209	hsa01100	6785	Metabolic pathways
4210	hsa01100	6821	Metabolic pathways
4211	hsa01100	683	Metabolic pathways
4212	hsa01100	6839	Metabolic pathways
4213	hsa01100	686	Metabolic pathways
4214	hsa01100	6888	Metabolic pathways
4215	hsa01100	6898	Metabolic pathways
4216	hsa01100	6916	Metabolic pathways
4217	hsa01100	6999	Metabolic pathways
4218	hsa01100	7054	Metabolic pathways
4219	hsa01100	7083	Metabolic pathways
4220	hsa01100	7084	Metabolic pathways
4221	hsa01100	7086	Metabolic pathways
4222	hsa01100	7108	Metabolic pathways
4223	hsa01100	7166	Metabolic pathways
4224	hsa01100	7167	Metabolic pathways
4225	hsa01100	7173	Metabolic pathways
4226	hsa01100	7263	Metabolic pathways
4227	hsa01100	7264	Metabolic pathways
4228	hsa01100	728819	Metabolic pathways
4229	hsa01100	729020	Metabolic pathways
4230	hsa01100	7298	Metabolic pathways
4231	hsa01100	7299	Metabolic pathways
4232	hsa01100	729920	Metabolic pathways
4233	hsa01100	730249	Metabolic pathways
4234	hsa01100	7306	Metabolic pathways
4235	hsa01100	7357	Metabolic pathways
4236	hsa01100	7358	Metabolic pathways
4237	hsa01100	7360	Metabolic pathways
4238	hsa01100	7363	Metabolic pathways
4239	hsa01100	7364	Metabolic pathways
4240	hsa01100	7365	Metabolic pathways
4241	hsa01100	7366	Metabolic pathways
4242	hsa01100	7367	Metabolic pathways
4243	hsa01100	7368	Metabolic pathways
4244	hsa01100	7371	Metabolic pathways
4245	hsa01100	7372	Metabolic pathways
4246	hsa01100	7378	Metabolic pathways
4247	hsa01100	7381	Metabolic pathways
4248	hsa01100	7384	Metabolic pathways
4249	hsa01100	7385	Metabolic pathways
4250	hsa01100	7386	Metabolic pathways
4251	hsa01100	7388	Metabolic pathways
4252	hsa01100	7389	Metabolic pathways
4253	hsa01100	7390	Metabolic pathways
4254	hsa01100	7468	Metabolic pathways
4255	hsa01100	7498	Metabolic pathways
4256	hsa01100	759	Metabolic pathways
4257	hsa01100	760	Metabolic pathways
4258	hsa01100	761	Metabolic pathways
4259	hsa01100	762	Metabolic pathways
4260	hsa01100	763	Metabolic pathways
4261	hsa01100	765	Metabolic pathways
4262	hsa01100	766	Metabolic pathways
4263	hsa01100	767	Metabolic pathways
4264	hsa01100	768	Metabolic pathways
4265	hsa01100	771	Metabolic pathways
4266	hsa01100	7799	Metabolic pathways
4267	hsa01100	7841	Metabolic pathways
4268	hsa01100	790	Metabolic pathways
4269	hsa01100	79001	Metabolic pathways
4270	hsa01100	79017	Metabolic pathways
4271	hsa01100	79053	Metabolic pathways
4272	hsa01100	79071	Metabolic pathways
4273	hsa01100	79077	Metabolic pathways
4274	hsa01100	79087	Metabolic pathways
4275	hsa01100	79094	Metabolic pathways
4276	hsa01100	79147	Metabolic pathways
4277	hsa01100	7915	Metabolic pathways
4278	hsa01100	79178	Metabolic pathways
4279	hsa01100	7923	Metabolic pathways
4280	hsa01100	79369	Metabolic pathways
4281	hsa01100	7941	Metabolic pathways
4282	hsa01100	79586	Metabolic pathways
4283	hsa01100	79603	Metabolic pathways
4284	hsa01100	79611	Metabolic pathways
4285	hsa01100	79623	Metabolic pathways
4286	hsa01100	79646	Metabolic pathways
4287	hsa01100	79695	Metabolic pathways
4288	hsa01100	79709	Metabolic pathways
4289	hsa01100	79717	Metabolic pathways
4290	hsa01100	79723	Metabolic pathways
4291	hsa01100	79796	Metabolic pathways
4292	hsa01100	79799	Metabolic pathways
4293	hsa01100	79813	Metabolic pathways
4294	hsa01100	79814	Metabolic pathways
4295	hsa01100	79823	Metabolic pathways
4296	hsa01100	79837	Metabolic pathways
4297	hsa01100	79868	Metabolic pathways
4298	hsa01100	79888	Metabolic pathways
4299	hsa01100	7991	Metabolic pathways
4300	hsa01100	79944	Metabolic pathways
4301	hsa01100	79966	Metabolic pathways
4302	hsa01100	79993	Metabolic pathways
4303	hsa01100	80017	Metabolic pathways
4304	hsa01100	80025	Metabolic pathways
4305	hsa01100	80055	Metabolic pathways
4306	hsa01100	80142	Metabolic pathways
4307	hsa01100	80146	Metabolic pathways
4308	hsa01100	80150	Metabolic pathways
4309	hsa01100	80201	Metabolic pathways
4310	hsa01100	80270	Metabolic pathways
4311	hsa01100	80271	Metabolic pathways
4312	hsa01100	80308	Metabolic pathways
4313	hsa01100	80339	Metabolic pathways
4314	hsa01100	80347	Metabolic pathways
4315	hsa01100	8050	Metabolic pathways
4316	hsa01100	8085	Metabolic pathways
4317	hsa01100	80854	Metabolic pathways
4318	hsa01100	80896	Metabolic pathways
4319	hsa01100	81490	Metabolic pathways
4320	hsa01100	81537	Metabolic pathways
4321	hsa01100	81579	Metabolic pathways
4322	hsa01100	81616	Metabolic pathways
4323	hsa01100	81849	Metabolic pathways
4324	hsa01100	81888	Metabolic pathways
4325	hsa01100	81889	Metabolic pathways
4326	hsa01100	8277	Metabolic pathways
4327	hsa01100	8309	Metabolic pathways
4328	hsa01100	8310	Metabolic pathways
4329	hsa01100	83401	Metabolic pathways
4330	hsa01100	83440	Metabolic pathways
4331	hsa01100	83539	Metabolic pathways
4332	hsa01100	83549	Metabolic pathways
4333	hsa01100	83594	Metabolic pathways
4334	hsa01100	8372	Metabolic pathways
4335	hsa01100	83852	Metabolic pathways
4336	hsa01100	8394	Metabolic pathways
4337	hsa01100	8395	Metabolic pathways
4338	hsa01100	8396	Metabolic pathways
4339	hsa01100	8398	Metabolic pathways
4340	hsa01100	8399	Metabolic pathways
4341	hsa01100	84002	Metabolic pathways
4342	hsa01100	84076	Metabolic pathways
4343	hsa01100	84105	Metabolic pathways
4344	hsa01100	84197	Metabolic pathways
4345	hsa01100	8424	Metabolic pathways
4346	hsa01100	84245	Metabolic pathways
4347	hsa01100	84274	Metabolic pathways
4348	hsa01100	84284	Metabolic pathways
4349	hsa01100	84444	Metabolic pathways
4350	hsa01100	84532	Metabolic pathways
4351	hsa01100	84618	Metabolic pathways
4352	hsa01100	84620	Metabolic pathways
4353	hsa01100	84647	Metabolic pathways
4354	hsa01100	84649	Metabolic pathways
4355	hsa01100	84693	Metabolic pathways
4356	hsa01100	847	Metabolic pathways
4357	hsa01100	84701	Metabolic pathways
4358	hsa01100	84706	Metabolic pathways
4359	hsa01100	84720	Metabolic pathways
4360	hsa01100	84735	Metabolic pathways
4361	hsa01100	84787	Metabolic pathways
4362	hsa01100	84803	Metabolic pathways
4363	hsa01100	84812	Metabolic pathways
4364	hsa01100	84869	Metabolic pathways
4365	hsa01100	84890	Metabolic pathways
4366	hsa01100	84892	Metabolic pathways
4367	hsa01100	84920	Metabolic pathways
4368	hsa01100	84992	Metabolic pathways
4369	hsa01100	85007	Metabolic pathways
4370	hsa01100	8509	Metabolic pathways
4371	hsa01100	8513	Metabolic pathways
4372	hsa01100	8525	Metabolic pathways
4373	hsa01100	8526	Metabolic pathways
4374	hsa01100	8527	Metabolic pathways
4375	hsa01100	8528	Metabolic pathways
4376	hsa01100	8529	Metabolic pathways
4377	hsa01100	85365	Metabolic pathways
4378	hsa01100	8540	Metabolic pathways
4379	hsa01100	85465	Metabolic pathways
4380	hsa01100	8560	Metabolic pathways
4381	hsa01100	8564	Metabolic pathways
4382	hsa01100	8566	Metabolic pathways
4383	hsa01100	8605	Metabolic pathways
4384	hsa01100	8608	Metabolic pathways
4385	hsa01100	8611	Metabolic pathways
4386	hsa01100	8612	Metabolic pathways
4387	hsa01100	8613	Metabolic pathways
4388	hsa01100	8622	Metabolic pathways
4389	hsa01100	8630	Metabolic pathways
4390	hsa01100	8639	Metabolic pathways
4391	hsa01100	8644	Metabolic pathways
4392	hsa01100	8654	Metabolic pathways
4393	hsa01100	8659	Metabolic pathways
4394	hsa01100	8681	Metabolic pathways
4395	hsa01100	8692	Metabolic pathways
4396	hsa01100	8693	Metabolic pathways
4397	hsa01100	8694	Metabolic pathways
4398	hsa01100	8702	Metabolic pathways
4399	hsa01100	8703	Metabolic pathways
4400	hsa01100	8704	Metabolic pathways
4401	hsa01100	8705	Metabolic pathways
4402	hsa01100	8706	Metabolic pathways
4403	hsa01100	8707	Metabolic pathways
4404	hsa01100	8708	Metabolic pathways
4405	hsa01100	873	Metabolic pathways
4406	hsa01100	8733	Metabolic pathways
4407	hsa01100	874	Metabolic pathways
4408	hsa01100	875	Metabolic pathways
4409	hsa01100	8760	Metabolic pathways
4410	hsa01100	8776	Metabolic pathways
4411	hsa01100	8789	Metabolic pathways
4412	hsa01100	8790	Metabolic pathways
4413	hsa01100	8801	Metabolic pathways
4414	hsa01100	8802	Metabolic pathways
4415	hsa01100	8803	Metabolic pathways
4416	hsa01100	8813	Metabolic pathways
4417	hsa01100	8818	Metabolic pathways
4418	hsa01100	8821	Metabolic pathways
4419	hsa01100	883	Metabolic pathways
4420	hsa01100	8833	Metabolic pathways
4421	hsa01100	8854	Metabolic pathways
4422	hsa01100	8867	Metabolic pathways
4423	hsa01100	8869	Metabolic pathways
4424	hsa01100	8871	Metabolic pathways
4425	hsa01100	8877	Metabolic pathways
4426	hsa01100	8879	Metabolic pathways
4427	hsa01100	8897	Metabolic pathways
4428	hsa01100	8898	Metabolic pathways
4429	hsa01100	8908	Metabolic pathways
4430	hsa01100	8942	Metabolic pathways
4431	hsa01100	8972	Metabolic pathways
4432	hsa01100	8974	Metabolic pathways
4433	hsa01100	8985	Metabolic pathways
4434	hsa01100	89869	Metabolic pathways
4435	hsa01100	8991	Metabolic pathways
4436	hsa01100	8992	Metabolic pathways
4437	hsa01100	9	Metabolic pathways
4438	hsa01100	9027	Metabolic pathways
4439	hsa01100	90423	Metabolic pathways
4440	hsa01100	9054	Metabolic pathways
4441	hsa01100	9060	Metabolic pathways
4442	hsa01100	9061	Metabolic pathways
4443	hsa01100	9091	Metabolic pathways
4444	hsa01100	91012	Metabolic pathways
4445	hsa01100	9104	Metabolic pathways
4446	hsa01100	9107	Metabolic pathways
4447	hsa01100	9108	Metabolic pathways
4448	hsa01100	9110	Metabolic pathways
4449	hsa01100	9114	Metabolic pathways
4450	hsa01100	91373	Metabolic pathways
4451	hsa01100	9162	Metabolic pathways
4452	hsa01100	9167	Metabolic pathways
4453	hsa01100	91734	Metabolic pathways
4454	hsa01100	9197	Metabolic pathways
4455	hsa01100	9200	Metabolic pathways
4456	hsa01100	9215	Metabolic pathways
4457	hsa01100	9245	Metabolic pathways
4458	hsa01100	92483	Metabolic pathways
4459	hsa01100	9249	Metabolic pathways
4460	hsa01100	92579	Metabolic pathways
4461	hsa01100	92935	Metabolic pathways
4462	hsa01100	9296	Metabolic pathways
4463	hsa01100	93034	Metabolic pathways
4464	hsa01100	93100	Metabolic pathways
4465	hsa01100	93166	Metabolic pathways
4466	hsa01100	93183	Metabolic pathways
4467	hsa01100	9331	Metabolic pathways
4468	hsa01100	9334	Metabolic pathways
4469	hsa01100	93432	Metabolic pathways
4470	hsa01100	9348	Metabolic pathways
