KEGGID	ENTREZID	DESCRPTION
28617	hsa05166	113	Human T-cell leukemia virus 1 infection
28618	hsa05166	114	Human T-cell leukemia virus 1 infection
28619	hsa05166	1147	Human T-cell leukemia virus 1 infection
28620	hsa05166	115	Human T-cell leukemia virus 1 infection
28621	hsa05166	115650	Human T-cell leukemia virus 1 infection
28622	hsa05166	1385	Human T-cell leukemia virus 1 infection
28623	hsa05166	1386	Human T-cell leukemia virus 1 infection
28624	hsa05166	1387	Human T-cell leukemia virus 1 infection
28625	hsa05166	1388	Human T-cell leukemia virus 1 infection
28626	hsa05166	1437	Human T-cell leukemia virus 1 infection
28627	hsa05166	148327	Human T-cell leukemia virus 1 infection
28628	hsa05166	1739	Human T-cell leukemia virus 1 infection
28629	hsa05166	1869	Human T-cell leukemia virus 1 infection
28630	hsa05166	1870	Human T-cell leukemia virus 1 infection
28631	hsa05166	1871	Human T-cell leukemia virus 1 infection
28632	hsa05166	1958	Human T-cell leukemia virus 1 infection
28633	hsa05166	1959	Human T-cell leukemia virus 1 infection
28634	hsa05166	196883	Human T-cell leukemia virus 1 infection
28635	hsa05166	200186	Human T-cell leukemia virus 1 infection
28636	hsa05166	2002	Human T-cell leukemia virus 1 infection
28637	hsa05166	2005	Human T-cell leukemia virus 1 infection
28638	hsa05166	2033	Human T-cell leukemia virus 1 infection
28639	hsa05166	207	Human T-cell leukemia virus 1 infection
28640	hsa05166	208	Human T-cell leukemia virus 1 infection
28641	hsa05166	2113	Human T-cell leukemia virus 1 infection
28642	hsa05166	2114	Human T-cell leukemia virus 1 infection
28643	hsa05166	2224	Human T-cell leukemia virus 1 infection
28644	hsa05166	23373	Human T-cell leukemia virus 1 infection
28645	hsa05166	2353	Human T-cell leukemia virus 1 infection
28646	hsa05166	246184	Human T-cell leukemia virus 1 infection
28647	hsa05166	2648	Human T-cell leukemia virus 1 infection
28648	hsa05166	2874	Human T-cell leukemia virus 1 infection
28649	hsa05166	291	Human T-cell leukemia virus 1 infection
28650	hsa05166	292	Human T-cell leukemia virus 1 infection
28651	hsa05166	293	Human T-cell leukemia virus 1 infection
28652	hsa05166	29882	Human T-cell leukemia virus 1 infection
28653	hsa05166	29945	Human T-cell leukemia virus 1 infection
28654	hsa05166	3105	Human T-cell leukemia virus 1 infection
28655	hsa05166	3106	Human T-cell leukemia virus 1 infection
28656	hsa05166	3107	Human T-cell leukemia virus 1 infection
28657	hsa05166	3108	Human T-cell leukemia virus 1 infection
28658	hsa05166	3109	Human T-cell leukemia virus 1 infection
28659	hsa05166	3111	Human T-cell leukemia virus 1 infection
28660	hsa05166	3112	Human T-cell leukemia virus 1 infection
28661	hsa05166	3113	Human T-cell leukemia virus 1 infection
28662	hsa05166	3115	Human T-cell leukemia virus 1 infection
28663	hsa05166	3117	Human T-cell leukemia virus 1 infection
28664	hsa05166	3118	Human T-cell leukemia virus 1 infection
28665	hsa05166	3119	Human T-cell leukemia virus 1 infection
28666	hsa05166	3122	Human T-cell leukemia virus 1 infection
28667	hsa05166	3123	Human T-cell leukemia virus 1 infection
28668	hsa05166	3125	Human T-cell leukemia virus 1 infection
28669	hsa05166	3126	Human T-cell leukemia virus 1 infection
28670	hsa05166	3127	Human T-cell leukemia virus 1 infection
28671	hsa05166	3133	Human T-cell leukemia virus 1 infection
28672	hsa05166	3134	Human T-cell leukemia virus 1 infection
28673	hsa05166	3135	Human T-cell leukemia virus 1 infection
28674	hsa05166	3265	Human T-cell leukemia virus 1 infection
28675	hsa05166	331	Human T-cell leukemia virus 1 infection
28676	hsa05166	3383	Human T-cell leukemia virus 1 infection
28677	hsa05166	3551	Human T-cell leukemia virus 1 infection
28678	hsa05166	3554	Human T-cell leukemia virus 1 infection
28679	hsa05166	3558	Human T-cell leukemia virus 1 infection
28680	hsa05166	3559	Human T-cell leukemia virus 1 infection
28681	hsa05166	3560	Human T-cell leukemia virus 1 infection
28682	hsa05166	3561	Human T-cell leukemia virus 1 infection
28683	hsa05166	3569	Human T-cell leukemia virus 1 infection
28684	hsa05166	3600	Human T-cell leukemia virus 1 infection
28685	hsa05166	3601	Human T-cell leukemia virus 1 infection
28686	hsa05166	3683	Human T-cell leukemia virus 1 infection
28687	hsa05166	3689	Human T-cell leukemia virus 1 infection
28688	hsa05166	3716	Human T-cell leukemia virus 1 infection
28689	hsa05166	3718	Human T-cell leukemia virus 1 infection
28690	hsa05166	3725	Human T-cell leukemia virus 1 infection
28691	hsa05166	3845	Human T-cell leukemia virus 1 infection
28692	hsa05166	387332	Human T-cell leukemia virus 1 infection
28693	hsa05166	3932	Human T-cell leukemia virus 1 infection
28694	hsa05166	4049	Human T-cell leukemia virus 1 infection
28695	hsa05166	4055	Human T-cell leukemia virus 1 infection
28696	hsa05166	4085	Human T-cell leukemia virus 1 infection
28697	hsa05166	4087	Human T-cell leukemia virus 1 infection
28698	hsa05166	4088	Human T-cell leukemia virus 1 infection
28699	hsa05166	4089	Human T-cell leukemia virus 1 infection
28700	hsa05166	4214	Human T-cell leukemia virus 1 infection
28701	hsa05166	4215	Human T-cell leukemia virus 1 infection
28702	hsa05166	4316	Human T-cell leukemia virus 1 infection
28703	hsa05166	4487	Human T-cell leukemia virus 1 infection
28704	hsa05166	4488	Human T-cell leukemia virus 1 infection
28705	hsa05166	4609	Human T-cell leukemia virus 1 infection
28706	hsa05166	468	Human T-cell leukemia virus 1 infection
28707	hsa05166	472	Human T-cell leukemia virus 1 infection
28708	hsa05166	4772	Human T-cell leukemia virus 1 infection
28709	hsa05166	4773	Human T-cell leukemia virus 1 infection
28710	hsa05166	4775	Human T-cell leukemia virus 1 infection
28711	hsa05166	4776	Human T-cell leukemia virus 1 infection
28712	hsa05166	4790	Human T-cell leukemia virus 1 infection
28713	hsa05166	4791	Human T-cell leukemia virus 1 infection
28714	hsa05166	4792	Human T-cell leukemia virus 1 infection
28715	hsa05166	4801	Human T-cell leukemia virus 1 infection
28716	hsa05166	4893	Human T-cell leukemia virus 1 infection
28717	hsa05166	51433	Human T-cell leukemia virus 1 infection
28718	hsa05166	51434	Human T-cell leukemia virus 1 infection
28719	hsa05166	51529	Human T-cell leukemia virus 1 infection
28720	hsa05166	5290	Human T-cell leukemia virus 1 infection
28721	hsa05166	5291	Human T-cell leukemia virus 1 infection
28722	hsa05166	5293	Human T-cell leukemia virus 1 infection
28723	hsa05166	5295	Human T-cell leukemia virus 1 infection
28724	hsa05166	5296	Human T-cell leukemia virus 1 infection
28725	hsa05166	5423	Human T-cell leukemia virus 1 infection
28726	hsa05166	545	Human T-cell leukemia virus 1 infection
28727	hsa05166	5530	Human T-cell leukemia virus 1 infection
28728	hsa05166	5532	Human T-cell leukemia virus 1 infection
28729	hsa05166	5533	Human T-cell leukemia virus 1 infection
28730	hsa05166	5534	Human T-cell leukemia virus 1 infection
28731	hsa05166	5535	Human T-cell leukemia virus 1 infection
28732	hsa05166	5566	Human T-cell leukemia virus 1 infection
28733	hsa05166	5567	Human T-cell leukemia virus 1 infection
28734	hsa05166	5568	Human T-cell leukemia virus 1 infection
28735	hsa05166	55697	Human T-cell leukemia virus 1 infection
28736	hsa05166	5594	Human T-cell leukemia virus 1 infection
28737	hsa05166	5595	Human T-cell leukemia virus 1 infection
28738	hsa05166	5599	Human T-cell leukemia virus 1 infection
28739	hsa05166	5601	Human T-cell leukemia virus 1 infection
28740	hsa05166	5602	Human T-cell leukemia virus 1 infection
28741	hsa05166	5604	Human T-cell leukemia virus 1 infection
28742	hsa05166	5605	Human T-cell leukemia virus 1 infection
28743	hsa05166	567	Human T-cell leukemia virus 1 infection
28744	hsa05166	5728	Human T-cell leukemia virus 1 infection
28745	hsa05166	581	Human T-cell leukemia virus 1 infection
28746	hsa05166	5901	Human T-cell leukemia virus 1 infection
28747	hsa05166	5902	Human T-cell leukemia virus 1 infection
28748	hsa05166	5925	Human T-cell leukemia virus 1 infection
28749	hsa05166	595	Human T-cell leukemia virus 1 infection
28750	hsa05166	5970	Human T-cell leukemia virus 1 infection
28751	hsa05166	5971	Human T-cell leukemia virus 1 infection
28752	hsa05166	598	Human T-cell leukemia virus 1 infection
28753	hsa05166	6416	Human T-cell leukemia virus 1 infection
28754	hsa05166	64682	Human T-cell leukemia virus 1 infection
28755	hsa05166	64764	Human T-cell leukemia virus 1 infection
28756	hsa05166	64784	Human T-cell leukemia virus 1 infection
28757	hsa05166	6513	Human T-cell leukemia virus 1 infection
28758	hsa05166	6688	Human T-cell leukemia virus 1 infection
28759	hsa05166	6722	Human T-cell leukemia virus 1 infection
28760	hsa05166	6776	Human T-cell leukemia virus 1 infection
28761	hsa05166	6777	Human T-cell leukemia virus 1 infection
28762	hsa05166	6908	Human T-cell leukemia virus 1 infection
28763	hsa05166	6929	Human T-cell leukemia virus 1 infection
28764	hsa05166	701	Human T-cell leukemia virus 1 infection
28765	hsa05166	7015	Human T-cell leukemia virus 1 infection
28766	hsa05166	7040	Human T-cell leukemia virus 1 infection
28767	hsa05166	7042	Human T-cell leukemia virus 1 infection
28768	hsa05166	7043	Human T-cell leukemia virus 1 infection
28769	hsa05166	7046	Human T-cell leukemia virus 1 infection
28770	hsa05166	7048	Human T-cell leukemia virus 1 infection
28771	hsa05166	706	Human T-cell leukemia virus 1 infection
28772	hsa05166	7094	Human T-cell leukemia virus 1 infection
28773	hsa05166	7124	Human T-cell leukemia virus 1 infection
28774	hsa05166	7132	Human T-cell leukemia virus 1 infection
28775	hsa05166	7157	Human T-cell leukemia virus 1 infection
28776	hsa05166	7416	Human T-cell leukemia virus 1 infection
28777	hsa05166	7417	Human T-cell leukemia virus 1 infection
28778	hsa05166	7419	Human T-cell leukemia virus 1 infection
28779	hsa05166	7514	Human T-cell leukemia virus 1 infection
28780	hsa05166	7538	Human T-cell leukemia virus 1 infection
28781	hsa05166	7850	Human T-cell leukemia virus 1 infection
28782	hsa05166	8061	Human T-cell leukemia virus 1 infection
28783	hsa05166	811	Human T-cell leukemia virus 1 infection
28784	hsa05166	821	Human T-cell leukemia virus 1 infection
28785	hsa05166	8295	Human T-cell leukemia virus 1 infection
28786	hsa05166	83447	Human T-cell leukemia virus 1 infection
28787	hsa05166	83660	Human T-cell leukemia virus 1 infection
28788	hsa05166	8379	Human T-cell leukemia virus 1 infection
28789	hsa05166	84699	Human T-cell leukemia virus 1 infection
28790	hsa05166	8498	Human T-cell leukemia virus 1 infection
28791	hsa05166	8503	Human T-cell leukemia virus 1 infection
28792	hsa05166	8517	Human T-cell leukemia virus 1 infection
28793	hsa05166	8697	Human T-cell leukemia virus 1 infection
28794	hsa05166	8829	Human T-cell leukemia virus 1 infection
28795	hsa05166	8850	Human T-cell leukemia virus 1 infection
28796	hsa05166	8881	Human T-cell leukemia virus 1 infection
28797	hsa05166	890	Human T-cell leukemia virus 1 infection
28798	hsa05166	8900	Human T-cell leukemia virus 1 infection
28799	hsa05166	894	Human T-cell leukemia virus 1 infection
28800	hsa05166	896	Human T-cell leukemia virus 1 infection
28801	hsa05166	898	Human T-cell leukemia virus 1 infection
28802	hsa05166	9020	Human T-cell leukemia virus 1 infection
28803	hsa05166	90993	Human T-cell leukemia virus 1 infection
28804	hsa05166	9133	Human T-cell leukemia virus 1 infection
28805	hsa05166	9134	Human T-cell leukemia virus 1 infection
28806	hsa05166	915	Human T-cell leukemia virus 1 infection
28807	hsa05166	916	Human T-cell leukemia virus 1 infection
28808	hsa05166	917	Human T-cell leukemia virus 1 infection
28809	hsa05166	9184	Human T-cell leukemia virus 1 infection
28810	hsa05166	920	Human T-cell leukemia virus 1 infection
28811	hsa05166	9232	Human T-cell leukemia virus 1 infection
28812	hsa05166	9519	Human T-cell leukemia virus 1 infection
28813	hsa05166	958	Human T-cell leukemia virus 1 infection
28814	hsa05166	9586	Human T-cell leukemia virus 1 infection
28815	hsa05166	9700	Human T-cell leukemia virus 1 infection
28816	hsa05166	991	Human T-cell leukemia virus 1 infection
28817	hsa05166	996	Human T-cell leukemia virus 1 infection
28818	hsa05167	10000	Kaposi sarcoma-associated herpesvirus infection
28819	hsa05167	100507436	Kaposi sarcoma-associated herpesvirus infection
28820	hsa05167	1019	Kaposi sarcoma-associated herpesvirus infection
28821	hsa05167	1021	Kaposi sarcoma-associated herpesvirus infection
28822	hsa05167	1026	Kaposi sarcoma-associated herpesvirus infection
28823	hsa05167	10379	Kaposi sarcoma-associated herpesvirus infection
28824	hsa05167	10681	Kaposi sarcoma-associated herpesvirus infection
28825	hsa05167	11337	Kaposi sarcoma-associated herpesvirus infection
28826	hsa05167	11345	Kaposi sarcoma-associated herpesvirus infection
28827	hsa05167	1147	Kaposi sarcoma-associated herpesvirus infection
28828	hsa05167	1230	Kaposi sarcoma-associated herpesvirus infection
28829	hsa05167	1232	Kaposi sarcoma-associated herpesvirus infection
28830	hsa05167	1233	Kaposi sarcoma-associated herpesvirus infection
28831	hsa05167	1234	Kaposi sarcoma-associated herpesvirus infection
28832	hsa05167	1237	Kaposi sarcoma-associated herpesvirus infection
28833	hsa05167	131450	Kaposi sarcoma-associated herpesvirus infection
28834	hsa05167	1385	Kaposi sarcoma-associated herpesvirus infection
28835	hsa05167	1387	Kaposi sarcoma-associated herpesvirus infection
28836	hsa05167	1432	Kaposi sarcoma-associated herpesvirus infection
28837	hsa05167	1437	Kaposi sarcoma-associated herpesvirus infection
28838	hsa05167	146850	Kaposi sarcoma-associated herpesvirus infection
28839	hsa05167	148022	Kaposi sarcoma-associated herpesvirus infection
28840	hsa05167	1499	Kaposi sarcoma-associated herpesvirus infection
28841	hsa05167	163688	Kaposi sarcoma-associated herpesvirus infection
28842	hsa05167	1827	Kaposi sarcoma-associated herpesvirus infection
28843	hsa05167	1869	Kaposi sarcoma-associated herpesvirus infection
28844	hsa05167	1870	Kaposi sarcoma-associated herpesvirus infection
28845	hsa05167	1871	Kaposi sarcoma-associated herpesvirus infection
28846	hsa05167	2033	Kaposi sarcoma-associated herpesvirus infection
28847	hsa05167	207	Kaposi sarcoma-associated herpesvirus infection
28848	hsa05167	208	Kaposi sarcoma-associated herpesvirus infection
28849	hsa05167	2247	Kaposi sarcoma-associated herpesvirus infection
28850	hsa05167	22863	Kaposi sarcoma-associated herpesvirus infection
28851	hsa05167	2353	Kaposi sarcoma-associated herpesvirus infection
28852	hsa05167	23533	Kaposi sarcoma-associated herpesvirus infection
28853	hsa05167	23710	Kaposi sarcoma-associated herpesvirus infection
28854	hsa05167	2475	Kaposi sarcoma-associated herpesvirus infection
28855	hsa05167	2782	Kaposi sarcoma-associated herpesvirus infection
28856	hsa05167	2783	Kaposi sarcoma-associated herpesvirus infection
28857	hsa05167	2784	Kaposi sarcoma-associated herpesvirus infection
28858	hsa05167	2785	Kaposi sarcoma-associated herpesvirus infection
28859	hsa05167	2786	Kaposi sarcoma-associated herpesvirus infection
28860	hsa05167	2787	Kaposi sarcoma-associated herpesvirus infection
28861	hsa05167	2788	Kaposi sarcoma-associated herpesvirus infection
28862	hsa05167	2790	Kaposi sarcoma-associated herpesvirus infection
28863	hsa05167	2791	Kaposi sarcoma-associated herpesvirus infection
28864	hsa05167	2792	Kaposi sarcoma-associated herpesvirus infection
28865	hsa05167	2793	Kaposi sarcoma-associated herpesvirus infection
28866	hsa05167	285	Kaposi sarcoma-associated herpesvirus infection
28867	hsa05167	29110	Kaposi sarcoma-associated herpesvirus infection
28868	hsa05167	2919	Kaposi sarcoma-associated herpesvirus infection
28869	hsa05167	2920	Kaposi sarcoma-associated herpesvirus infection
28870	hsa05167	2921	Kaposi sarcoma-associated herpesvirus infection
28871	hsa05167	2932	Kaposi sarcoma-associated herpesvirus infection
28872	hsa05167	3055	Kaposi sarcoma-associated herpesvirus infection
28873	hsa05167	3091	Kaposi sarcoma-associated herpesvirus infection
28874	hsa05167	3105	Kaposi sarcoma-associated herpesvirus infection
28875	hsa05167	3106	Kaposi sarcoma-associated herpesvirus infection
28876	hsa05167	3107	Kaposi sarcoma-associated herpesvirus infection
28877	hsa05167	3133	Kaposi sarcoma-associated herpesvirus infection
28878	hsa05167	3134	Kaposi sarcoma-associated herpesvirus infection
28879	hsa05167	3135	Kaposi sarcoma-associated herpesvirus infection
28880	hsa05167	3265	Kaposi sarcoma-associated herpesvirus infection
28881	hsa05167	3383	Kaposi sarcoma-associated herpesvirus infection
28882	hsa05167	3439	Kaposi sarcoma-associated herpesvirus infection
28883	hsa05167	3440	Kaposi sarcoma-associated herpesvirus infection
28884	hsa05167	3441	Kaposi sarcoma-associated herpesvirus infection
28885	hsa05167	3442	Kaposi sarcoma-associated herpesvirus infection
28886	hsa05167	3443	Kaposi sarcoma-associated herpesvirus infection
28887	hsa05167	3444	Kaposi sarcoma-associated herpesvirus infection
28888	hsa05167	3445	Kaposi sarcoma-associated herpesvirus infection
28889	hsa05167	3446	Kaposi sarcoma-associated herpesvirus infection
28890	hsa05167	3447	Kaposi sarcoma-associated herpesvirus infection
28891	hsa05167	3448	Kaposi sarcoma-associated herpesvirus infection
28892	hsa05167	344807	Kaposi sarcoma-associated herpesvirus infection
28893	hsa05167	3449	Kaposi sarcoma-associated herpesvirus infection
28894	hsa05167	3451	Kaposi sarcoma-associated herpesvirus infection
28895	hsa05167	3452	Kaposi sarcoma-associated herpesvirus infection
28896	hsa05167	3454	Kaposi sarcoma-associated herpesvirus infection
28897	hsa05167	3455	Kaposi sarcoma-associated herpesvirus infection
28898	hsa05167	3456	Kaposi sarcoma-associated herpesvirus infection
28899	hsa05167	3459	Kaposi sarcoma-associated herpesvirus infection
28900	hsa05167	355	Kaposi sarcoma-associated herpesvirus infection
28901	hsa05167	3551	Kaposi sarcoma-associated herpesvirus infection
28902	hsa05167	3569	Kaposi sarcoma-associated herpesvirus infection
28903	hsa05167	3572	Kaposi sarcoma-associated herpesvirus infection
28904	hsa05167	3576	Kaposi sarcoma-associated herpesvirus infection
28905	hsa05167	3661	Kaposi sarcoma-associated herpesvirus infection
28906	hsa05167	3665	Kaposi sarcoma-associated herpesvirus infection
28907	hsa05167	3708	Kaposi sarcoma-associated herpesvirus infection
28908	hsa05167	3709	Kaposi sarcoma-associated herpesvirus infection
28909	hsa05167	3710	Kaposi sarcoma-associated herpesvirus infection
28910	hsa05167	3716	Kaposi sarcoma-associated herpesvirus infection
28911	hsa05167	3717	Kaposi sarcoma-associated herpesvirus infection
28912	hsa05167	3725	Kaposi sarcoma-associated herpesvirus infection
28913	hsa05167	3845	Kaposi sarcoma-associated herpesvirus infection
28914	hsa05167	4067	Kaposi sarcoma-associated herpesvirus infection
28915	hsa05167	4277	Kaposi sarcoma-associated herpesvirus infection
28916	hsa05167	441925	Kaposi sarcoma-associated herpesvirus infection
28917	hsa05167	4609	Kaposi sarcoma-associated herpesvirus infection
28918	hsa05167	4772	Kaposi sarcoma-associated herpesvirus infection
28919	hsa05167	4773	Kaposi sarcoma-associated herpesvirus infection
28920	hsa05167	4775	Kaposi sarcoma-associated herpesvirus infection
28921	hsa05167	4776	Kaposi sarcoma-associated herpesvirus infection
28922	hsa05167	4790	Kaposi sarcoma-associated herpesvirus infection
28923	hsa05167	4792	Kaposi sarcoma-associated herpesvirus infection
28924	hsa05167	4893	Kaposi sarcoma-associated herpesvirus infection
28925	hsa05167	51176	Kaposi sarcoma-associated herpesvirus infection
28926	hsa05167	5155	Kaposi sarcoma-associated herpesvirus infection
28927	hsa05167	51764	Kaposi sarcoma-associated herpesvirus infection
28928	hsa05167	51806	Kaposi sarcoma-associated herpesvirus infection
28929	hsa05167	5289	Kaposi sarcoma-associated herpesvirus infection
28930	hsa05167	5290	Kaposi sarcoma-associated herpesvirus infection
28931	hsa05167	5291	Kaposi sarcoma-associated herpesvirus infection
28932	hsa05167	5293	Kaposi sarcoma-associated herpesvirus infection
28933	hsa05167	5294	Kaposi sarcoma-associated herpesvirus infection
28934	hsa05167	5295	Kaposi sarcoma-associated herpesvirus infection
28935	hsa05167	5296	Kaposi sarcoma-associated herpesvirus infection
28936	hsa05167	5335	Kaposi sarcoma-associated herpesvirus infection
28937	hsa05167	5336	Kaposi sarcoma-associated herpesvirus infection
28938	hsa05167	54205	Kaposi sarcoma-associated herpesvirus infection
28939	hsa05167	54331	Kaposi sarcoma-associated herpesvirus infection
28940	hsa05167	5530	Kaposi sarcoma-associated herpesvirus infection
28941	hsa05167	5532	Kaposi sarcoma-associated herpesvirus infection
28942	hsa05167	5533	Kaposi sarcoma-associated herpesvirus infection
28943	hsa05167	5534	Kaposi sarcoma-associated herpesvirus infection
28944	hsa05167	5535	Kaposi sarcoma-associated herpesvirus infection
28945	hsa05167	5594	Kaposi sarcoma-associated herpesvirus infection
28946	hsa05167	5595	Kaposi sarcoma-associated herpesvirus infection
28947	hsa05167	55970	Kaposi sarcoma-associated herpesvirus infection
28948	hsa05167	5599	Kaposi sarcoma-associated herpesvirus infection
28949	hsa05167	5600	Kaposi sarcoma-associated herpesvirus infection
28950	hsa05167	5601	Kaposi sarcoma-associated herpesvirus infection
28951	hsa05167	5602	Kaposi sarcoma-associated herpesvirus infection
28952	hsa05167	5603	Kaposi sarcoma-associated herpesvirus infection
28953	hsa05167	5604	Kaposi sarcoma-associated herpesvirus infection
28954	hsa05167	5605	Kaposi sarcoma-associated herpesvirus infection
28955	hsa05167	5608	Kaposi sarcoma-associated herpesvirus infection
28956	hsa05167	5609	Kaposi sarcoma-associated herpesvirus infection
28957	hsa05167	5610	Kaposi sarcoma-associated herpesvirus infection
28958	hsa05167	5743	Kaposi sarcoma-associated herpesvirus infection
28959	hsa05167	57580	Kaposi sarcoma-associated herpesvirus infection
28960	hsa05167	578	Kaposi sarcoma-associated herpesvirus infection
28961	hsa05167	581	Kaposi sarcoma-associated herpesvirus infection
28962	hsa05167	5879	Kaposi sarcoma-associated herpesvirus infection
28963	hsa05167	5894	Kaposi sarcoma-associated herpesvirus infection
28964	hsa05167	5925	Kaposi sarcoma-associated herpesvirus infection
28965	hsa05167	59345	Kaposi sarcoma-associated herpesvirus infection
28966	hsa05167	595	Kaposi sarcoma-associated herpesvirus infection
28967	hsa05167	5970	Kaposi sarcoma-associated herpesvirus infection
28968	hsa05167	6233	Kaposi sarcoma-associated herpesvirus infection
28969	hsa05167	6300	Kaposi sarcoma-associated herpesvirus infection
28970	hsa05167	637	Kaposi sarcoma-associated herpesvirus infection
28971	hsa05167	6416	Kaposi sarcoma-associated herpesvirus infection
28972	hsa05167	64422	Kaposi sarcoma-associated herpesvirus infection
28973	hsa05167	6714	Kaposi sarcoma-associated herpesvirus infection
28974	hsa05167	6772	Kaposi sarcoma-associated herpesvirus infection
28975	hsa05167	6773	Kaposi sarcoma-associated herpesvirus infection
28976	hsa05167	6774	Kaposi sarcoma-associated herpesvirus infection
28977	hsa05167	6850	Kaposi sarcoma-associated herpesvirus infection
28978	hsa05167	6932	Kaposi sarcoma-associated herpesvirus infection
28979	hsa05167	6934	Kaposi sarcoma-associated herpesvirus infection
28980	hsa05167	7098	Kaposi sarcoma-associated herpesvirus infection
28981	hsa05167	7132	Kaposi sarcoma-associated herpesvirus infection
28982	hsa05167	7157	Kaposi sarcoma-associated herpesvirus infection
28983	hsa05167	718	Kaposi sarcoma-associated herpesvirus infection
28984	hsa05167	7186	Kaposi sarcoma-associated herpesvirus infection
28985	hsa05167	7187	Kaposi sarcoma-associated herpesvirus infection
28986	hsa05167	7297	Kaposi sarcoma-associated herpesvirus infection
28987	hsa05167	7311	Kaposi sarcoma-associated herpesvirus infection
28988	hsa05167	7314	Kaposi sarcoma-associated herpesvirus infection
28989	hsa05167	7316	Kaposi sarcoma-associated herpesvirus infection
28990	hsa05167	7422	Kaposi sarcoma-associated herpesvirus infection
28991	hsa05167	7538	Kaposi sarcoma-associated herpesvirus infection
28992	hsa05167	801	Kaposi sarcoma-associated herpesvirus infection
28993	hsa05167	805	Kaposi sarcoma-associated herpesvirus infection
28994	hsa05167	808	Kaposi sarcoma-associated herpesvirus infection
28995	hsa05167	810	Kaposi sarcoma-associated herpesvirus infection
28996	hsa05167	83439	Kaposi sarcoma-associated herpesvirus infection
28997	hsa05167	836	Kaposi sarcoma-associated herpesvirus infection
28998	hsa05167	841	Kaposi sarcoma-associated herpesvirus infection
28999	hsa05167	842	Kaposi sarcoma-associated herpesvirus infection
29000	hsa05167	8503	Kaposi sarcoma-associated herpesvirus infection
29001	hsa05167	8517	Kaposi sarcoma-associated herpesvirus infection
29002	hsa05167	8678	Kaposi sarcoma-associated herpesvirus infection
29003	hsa05167	8717	Kaposi sarcoma-associated herpesvirus infection
29004	hsa05167	8772	Kaposi sarcoma-associated herpesvirus infection
29005	hsa05167	91860	Kaposi sarcoma-associated herpesvirus infection
29006	hsa05167	9261	Kaposi sarcoma-associated herpesvirus infection
29007	hsa05167	942	Kaposi sarcoma-associated herpesvirus infection
29008	hsa05167	94235	Kaposi sarcoma-associated herpesvirus infection
29009	hsa05167	9641	Kaposi sarcoma-associated herpesvirus infection
29010	hsa05167	9976	Kaposi sarcoma-associated herpesvirus infection
29011	hsa05168	10000	Herpes simplex virus 1 infection
29012	hsa05168	100129543	Herpes simplex virus 1 infection
29013	hsa05168	100129842	Herpes simplex virus 1 infection
29014	hsa05168	100131017	Herpes simplex virus 1 infection
29015	hsa05168	100131539	Herpes simplex virus 1 infection
29016	hsa05168	100131827	Herpes simplex virus 1 infection
29017	hsa05168	100287226	Herpes simplex virus 1 infection
29018	hsa05168	100289635	Herpes simplex virus 1 infection
29019	hsa05168	100289678	Herpes simplex virus 1 infection
29020	hsa05168	100529215	Herpes simplex virus 1 infection
29021	hsa05168	101060200	Herpes simplex virus 1 infection
29022	hsa05168	10172	Herpes simplex virus 1 infection
29023	hsa05168	10189	Herpes simplex virus 1 infection
29024	hsa05168	10224	Herpes simplex virus 1 infection
29025	hsa05168	10308	Herpes simplex virus 1 infection
29026	hsa05168	10379	Herpes simplex virus 1 infection
29027	hsa05168	10454	Herpes simplex virus 1 infection
29028	hsa05168	10482	Herpes simplex virus 1 infection
29029	hsa05168	10520	Herpes simplex virus 1 infection
29030	hsa05168	10780	Herpes simplex virus 1 infection
29031	hsa05168	10793	Herpes simplex virus 1 infection
29032	hsa05168	10794	Herpes simplex virus 1 infection
29033	hsa05168	10795	Herpes simplex virus 1 infection
29034	hsa05168	10838	Herpes simplex virus 1 infection
29035	hsa05168	10929	Herpes simplex virus 1 infection
29036	hsa05168	113835	Herpes simplex virus 1 infection
29037	hsa05168	114026	Herpes simplex virus 1 infection
29038	hsa05168	1147	Herpes simplex virus 1 infection
29039	hsa05168	115004	Herpes simplex virus 1 infection
29040	hsa05168	115196	Herpes simplex virus 1 infection
29041	hsa05168	115509	Herpes simplex virus 1 infection
29042	hsa05168	117608	Herpes simplex virus 1 infection
29043	hsa05168	121274	Herpes simplex virus 1 infection
29044	hsa05168	125893	Herpes simplex virus 1 infection
29045	hsa05168	125919	Herpes simplex virus 1 infection
29046	hsa05168	126017	Herpes simplex virus 1 infection
29047	hsa05168	126068	Herpes simplex virus 1 infection
29048	hsa05168	126070	Herpes simplex virus 1 infection
29049	hsa05168	126231	Herpes simplex virus 1 infection
29050	hsa05168	126295	Herpes simplex virus 1 infection
29051	hsa05168	126375	Herpes simplex virus 1 infection
29052	hsa05168	127396	Herpes simplex virus 1 infection
29053	hsa05168	136051	Herpes simplex virus 1 infection
29054	hsa05168	139735	Herpes simplex virus 1 infection
29055	hsa05168	140612	Herpes simplex virus 1 infection
29056	hsa05168	146198	Herpes simplex virus 1 infection
29057	hsa05168	146434	Herpes simplex virus 1 infection
29058	hsa05168	146540	Herpes simplex virus 1 infection
29059	hsa05168	146542	Herpes simplex virus 1 infection
29060	hsa05168	147657	Herpes simplex virus 1 infection
29061	hsa05168	147658	Herpes simplex virus 1 infection
29062	hsa05168	147660	Herpes simplex virus 1 infection
